ID,Level,Garden,Theme,Objective,Materials,DIY,Steps,Evidence,Challenge,Safety
FF-211,Primary 4-6,Geometry Garden,Food Origin,"Investigate food origin in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about food origin. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-212,Primary 4-6,Geometry Garden,Harvest Readiness,"Investigate harvest readiness in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about harvest readiness. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-213,Primary 4-6,Geometry Garden,Safe Handling,"Investigate safe handling in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about safe handling. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-214,Primary 4-6,Geometry Garden,Sorting & Quality,"Investigate sorting & quality in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about sorting & quality. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-215,Primary 4-6,Geometry Garden,Farm-to-Food Journey,"Investigate farm-to-food journey in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about farm-to-food journey. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-216,Primary 4-6,Geometry Garden,Measurement & Yield,"Investigate measurement & yield in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about measurement & yield. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-217,Primary 4-6,Geometry Garden,Storage & Loss,"Investigate storage & loss in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about storage & loss. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-218,Primary 4-6,Geometry Garden,Preparation Pathway,"Investigate preparation pathway in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about preparation pathway. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-219,Primary 4-6,Geometry Garden,Food Choice & Literacy,"Investigate food choice & literacy in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about food choice & literacy. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-220,Primary 4-6,Geometry Garden,Waste-to-Resource,"Investigate waste-to-resource in the Geometry Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about waste-to-resource. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-221,Primary 4-6,Grid Experiment Garden,Food Origin,"Investigate food origin in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about food origin. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-222,Primary 4-6,Grid Experiment Garden,Harvest Readiness,"Investigate harvest readiness in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about harvest readiness. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-223,Primary 4-6,Grid Experiment Garden,Safe Handling,"Investigate safe handling in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about safe handling. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-224,Primary 4-6,Grid Experiment Garden,Sorting & Quality,"Investigate sorting & quality in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about sorting & quality. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-225,Primary 4-6,Grid Experiment Garden,Farm-to-Food Journey,"Investigate farm-to-food journey in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about farm-to-food journey. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-226,Primary 4-6,Grid Experiment Garden,Measurement & Yield,"Investigate measurement & yield in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about measurement & yield. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-227,Primary 4-6,Grid Experiment Garden,Storage & Loss,"Investigate storage & loss in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about storage & loss. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-228,Primary 4-6,Grid Experiment Garden,Preparation Pathway,"Investigate preparation pathway in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about preparation pathway. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-229,Primary 4-6,Grid Experiment Garden,Food Choice & Literacy,"Investigate food choice & literacy in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about food choice & literacy. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-230,Primary 4-6,Grid Experiment Garden,Waste-to-Resource,"Investigate waste-to-resource in the Grid Experiment Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about waste-to-resource. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-231,Primary 4-6,Keyhole Garden,Food Origin,"Investigate food origin in the Keyhole Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about food origin. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-232,Primary 4-6,Keyhole Garden,Harvest Readiness,"Investigate harvest readiness in the Keyhole Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about harvest readiness. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-233,Primary 4-6,Keyhole Garden,Safe Handling,"Investigate safe handling in the Keyhole Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about safe handling. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-234,Primary 4-6,Keyhole Garden,Sorting & Quality,"Investigate sorting & quality in the Keyhole Garden using measurable evidence and explain how production decisions affect food quantity, quality or handling.","Journal, labels, ruler/tape, balance where available, clean containers, tally sheet, calculator, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Frame a question about sorting & quality. 2. Select samples. 3. Measure or classify evidence. 4. Record quantities and quality observations. 5. Trace the product through at least four farm-to-food stages. 6. Explain one risk, loss point or improvement.","Data table plus process sequence, calculation or evidence-based explanation.","Recommend one practical change that could improve quality, handling efficiency or reduce loss.","No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
