ID,Level,Garden,Theme,Objective,Materials,DIY,Steps,Evidence,Challenge,Safety
FF-011,Nursery,Number Garden,Food Origin,"Help children connect the Number Garden to the idea of food origin through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-012,Nursery,Number Garden,Harvest Readiness,"Help children connect the Number Garden to the idea of harvest readiness through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-013,Nursery,Number Garden,Safe Handling,"Help children connect the Number Garden to the idea of safe handling through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-014,Nursery,Number Garden,Sorting & Quality,"Help children connect the Number Garden to the idea of sorting & quality through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-015,Nursery,Number Garden,Farm-to-Food Journey,"Help children connect the Number Garden to the idea of farm-to-food journey through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-016,Nursery,Number Garden,Measurement & Yield,"Help children connect the Number Garden to the idea of measurement & yield through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-017,Nursery,Number Garden,Storage & Loss,"Help children connect the Number Garden to the idea of storage & loss through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-018,Nursery,Number Garden,Preparation Pathway,"Help children connect the Number Garden to the idea of preparation pathway through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-019,Nursery,Number Garden,Food Choice & Literacy,"Help children connect the Number Garden to the idea of food choice & literacy through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-020,Nursery,Number Garden,Waste-to-Resource,"Help children connect the Number Garden to the idea of waste-to-resource through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-021,Nursery,Geometry Garden,Food Origin,"Help children connect the Geometry Garden to the idea of food origin through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-022,Nursery,Geometry Garden,Harvest Readiness,"Help children connect the Geometry Garden to the idea of harvest readiness through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-023,Nursery,Geometry Garden,Safe Handling,"Help children connect the Geometry Garden to the idea of safe handling through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-024,Nursery,Geometry Garden,Sorting & Quality,"Help children connect the Geometry Garden to the idea of sorting & quality through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-025,Nursery,Geometry Garden,Farm-to-Food Journey,"Help children connect the Geometry Garden to the idea of farm-to-food journey through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-026,Nursery,Geometry Garden,Measurement & Yield,"Help children connect the Geometry Garden to the idea of measurement & yield through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-027,Nursery,Geometry Garden,Storage & Loss,"Help children connect the Geometry Garden to the idea of storage & loss through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-028,Nursery,Geometry Garden,Preparation Pathway,"Help children connect the Geometry Garden to the idea of preparation pathway through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-029,Nursery,Geometry Garden,Food Choice & Literacy,"Help children connect the Geometry Garden to the idea of food choice & literacy through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-030,Nursery,Geometry Garden,Waste-to-Resource,"Help children connect the Geometry Garden to the idea of waste-to-resource through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-031,Nursery,Leaf Garden,Food Origin,"Help children connect the Leaf Garden to the idea of food origin through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-032,Nursery,Leaf Garden,Harvest Readiness,"Help children connect the Leaf Garden to the idea of harvest readiness through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-033,Nursery,Leaf Garden,Safe Handling,"Help children connect the Leaf Garden to the idea of safe handling through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-034,Nursery,Leaf Garden,Sorting & Quality,"Help children connect the Leaf Garden to the idea of sorting & quality through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-035,Nursery,Leaf Garden,Farm-to-Food Journey,"Help children connect the Leaf Garden to the idea of farm-to-food journey through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-036,Nursery,Leaf Garden,Measurement & Yield,"Help children connect the Leaf Garden to the idea of measurement & yield through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-037,Nursery,Leaf Garden,Storage & Loss,"Help children connect the Leaf Garden to the idea of storage & loss through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
FF-038,Nursery,Leaf Garden,Preparation Pathway,"Help children connect the Leaf Garden to the idea of preparation pathway through safe observation, matching, sorting, drawing and talk.","Picture cards, clean produce examples where approved, baskets/trays, crayons, labels, handwashing supplies.","Use locally available baskets, clean reused food-grade containers, handmade labels, paper process cards and simple balances/measuring vessels where suitable.","1. Show a garden or food example. 2. Name where it comes from. 3. Let children match, count, sort or draw. 4. Demonstrate clean hands and gentle handling. 5. Ask children to tell one step from garden to food.","Correct match, simple count/sort, drawing or oral explanation.",Can the learner show what happens before and after the selected step?,"No tasting unless the school has separately approved a supervised food activity. Wash hands before and after handling produce. Use only clean, teacher-approved samples and containers. Teachers control knives, heat, electrical equipment, chemicals and any processing machinery."
